chrom	start	end	id	tcga_analysis/reindex/TCGA-06-0675-11A-32R-A36H-07.bam	tcga_analysis/reindex/TCGA-06-0678-11A-32R-A36H-07.bam	tcga_analysis/reindex/TCGA-06-0680-11A-32R-A36H-07.bam	tcga_analysis/reindex/TCGA-06-0681-11A-41R-A36H-07.bam	tcga_analysis/reindex/TCGA-06-AABW-11A-31R-A36H-07.bam
chr10	105328109	105346524	LOC105378466___105328109105346524	1	4	4	0	0
chr10	105489082	105496938	LOC105378467___105489082105496938	6	0	7	3	0
chr10	105644591	105677232	LOC107984266___105644591105677232	16	4	7	3	0
chr10	105673610	105820349	LOC101927549___105673610105820349	310	285	291	218	150
chr10	106011448	106013980	LOC105378468___106011448106013980	0	0	1	0	0
chr10	106071228	106083663	CHESS549___106071228106083663	0	0	0	2	0
chr10	106096487	106139857	LOC105378469___106096487106139857	0	6	0	2	1
chr10	106140153	106199557	LOC105378470___106140153106199557	0	0	3	2	0
chr10	106285468	106310920	LOC102724439___106285468106310920	2	2	1	1	0
chr10	106567761	106571332	LOC105378472___106567761106571332	0	1	2	1	0
chr10	106571524	107181138	SORCS1___106571524107181138	5508	6709	6831	4109	1495
chr10	106648062	106678542	LOC105378473___106648062106678542	513	513	583	239	49
chr10	107363311	107376392	LOC105378475___107363311107376392	0	0	0	0	0
chr10	107367827	107404836	LOC105378474___107367827107404836	0	0	3	2	0
chr10	107689553	107713512	LOC101927573___107689553107713512	2	4	2	2	0
chr10	107871576	108069293	LINC01435___107871576108069293	211	139	253	252	93
chr10	108252045	108295783	LOC105378476___108252045108295783	3	2	1	0	1
chr10	108395651	108561815	LOC105378477___108395651108561815	9	19	23	18	13
chr10	108710210	108839363	LOC105378478___108710210108839363	1	6	5	0	2
chr10	108971385	109019140	CHESS550___108971385109019140	2	2	0	0	0
chr10	109401015	109411983	LOC107984182___109401015109411983	1	0	0	0	0
chr10	109864678	109923553	XPNPEP1___109864678109923553	5244	4604	5717	5230	4668
chr10	109942660	110008741	ADD3-AS1___109942660110008741	696	521	910	604	520
chr10	109996350	110136177	ADD3___109996350110136177	20665	15879	25312	20015	22155
chr10	110147347	110151981	LOC105378479___110147347110151981	0	2	8	0	0
chr10	110207605	110294311	MXI1___110207605110294311	9958	9201	11283	10280	20549
chr10	110213073	110223392	LOC105378480___110213073110223392	83	42	110	84	50
chr10	110290332	110305268	SMNDC1___110290332110305268	2101	2352	2261	2288	2300
chr10	110427816	110460501	LOC105378482___110427816110460501	5	6	8	4	0
chr10	110474341	110495066	LOC105378481___110474341110495066	8	13	15	14	2
chr10	110496403	110496727	CHESS551___110496403110496727	0	2	2	2	0
chr10	110497867	110515977	DUSP5___110497867110515977	1991	2430	1633	2375	326
chr10	110546436	110547945	CHESS552___110546436110547945	11	10	17	18	1
chr10	110564737	110567588	LOC105378483___110564737110567588	7	4	3	7	2
chr10	110567691	110635792	SMC3___110567691110635792	3792	3804	4410	3668	5976
chr10	110641934	110851554	RBM20___110641934110851554	349	205	395	350	118
chr10	110722350	110733928	CHESS553___110722350110733928	9	0	14	5	0
chr10	110852821	110858716	CHESS554___110852821110858716	0	0	1	1	1
chr10	110868743	110872224	PDCD4-AS1___110868743110872224	286	217	292	272	210
chr10	110871795	110906025	PDCD4___110871795110906025	7792	6437	8274	7858	10165
chr10	110898730	110919366	BBIP1___110898730110919366	3034	2921	3519	3315	5800
chr10	110907483	110908182	RP11-348N5.9___110907483110908182	131	130	151	128	203
chr10	110910596	110912244	RP11-348N5.7___110910596110912244	172	132	114	133	229
chr10	110919370	111016119	SHOC2___110919370111016119	7807	7022	8537	6519	3066
chr10	110936603	110937255	RPL13AP6___110936603110937255	66	57	74	50	21
chr10	111077032	111080907	ADRA2A___111077032111080907	1262	1253	882	1243	506
chr10	111114291	111118251	CHESS555___111114291111118251	0	2	0	2	0
chr10	111400278	111410607	LOC105378484___111400278111410607	2	6	2	1	4
chr10	111430372	111482201	LOC105378485___111430372111482201	3	8	4	4	5
chr10	111634682	112084037	LOC105378486___111634682112084037	24	26	16	26	16
chr10	112033145	112060249	LOC107984268___112033145112060249	3	0	3	0	2
chr10	112147485	112215395	GPAM___112147485112215395	4450	3344	4676	3896	2345
chr10	112216879	112227987	LOC101927600___112216879112227987	0	3	0	0	0
chr10	112283400	112305050	TECTB___112283400112305050	27	7	8	39	12
chr10	112308178	112356595	GUCY2GP___112308178112356595	1	6	4	0	2
chr10	112374158	112428380	ACSL5___112374158112428380	1626	2208	1261	1293	619
chr10	112424411	112448335	ZDHHC6___112424411112448335	2880	3325	3218	3099	2575
chr10	112446988	112947204	VTI1A___112446988112947204	6969	6257	8401	5678	4935
chr10	112797555	112807624	LOC105378487___112797555112807624	2	1	4	12	2
chr10	112823496	112827732	LOC103344931___112823496112827732	2880	2580	3337	2749	2265
chr10	112891032	112928784	LOC107984158___112891032112928784	29	16	44	26	17
chr10	112950219	113170880	TCF7L2___112950219113170880	2004	1579	2231	2179	1570
chr10	112950646	112952144	LOC105378488___112950646112952144	130	98	147	97	111
chr10	113090256	113092728	CHESS556___113090256113092728	3	1	33	16	8
chr10	113221891	113227149	LOC105378489___113221891113227149	0	0	2	0	0
chr10	113301242	113320971	LOC105378490___113301242113320971	0	0	1	5	1
chr10	113454269	113479189	LOC107984269___113454269113479189	1	4	1	4	2
chr10	113482034	113492329	LOC107984270___113482034113492329	14	21	35	23	37
chr10	113550831	113589602	HABP2___113550831113589602	61	92	86	72	13
chr10	113588824	113664070	NRAP___113588824113664070	196	1260	322	422	75
chr10	113679162	113731125	CASP7___113679162113731125	620	712	486	655	824
chr10	113751262	113783576	PLEKHS1___113751262113783576	12	4	5	3	1
chr10	113834724	113854404	DCLRE1A___113834724113854404	1734	1313	1946	1599	1080
chr10	113844254	113853258	LOC107984271___113844254113853258	931	678	1054	774	514
chr10	113854632	113919709	NHLRC2___113854632113919709	2178	1607	2290	2016	2383
chr10	114008191	114022695	LOC105378492___114008191114022695	17	10	14	16	5
chr10	114027353	114031372	LOC105378493___114027353114031372	0	0	1	3	0
chr10	114044047	114046908	ADRB1___114044047114046908	2274	1190	2137	2355	532
chr10	114115504	114174312	CCDC186___114115504114174312	2729	2322	3427	2143	1504
chr10	114174442	114232925	TDRD1___114174442114232925	63	38	124	76	10
chr10	114239254	114294500	VWA2___114239254114294500	501	962	521	407	372
chr10	114280725	114405143	AFAP1L2___114280725114405143	4686	3434	5319	4705	2138
chr10	114304938	114307803	CHESS557___114304938114307803	68	29	87	80	14
chr10	114319652	114326896	LOC105378494___114319652114326896	118	49	118	111	32
chr10	114424445	114427398	RP11-317F20.3___114424445114427398	0	2	0	1	0
chr10	114431030	114821643	ABLIM1___114431030114821643	23731	19396	30863	20478	9259
chr10	114764788	114780623	LOC101927692___114764788114780623	317	198	461	237	240
chr10	114821744	114899827	FAM160B1___114821744114899827	4291	3810	4973	3461	1714
chr10	114938193	114977770	TRUB1___114938193114977770	4599	3210	5112	3658	1948
chr10	114994657	114996593	LOC102724589___114994657114996593	7	2	6	11	3
chr10	115023020	115062635	LOC107984272___115023020115062635	4	3	6	2	3
chr10	115026525	115028645	CHESS558___115026525115028645	0	0	0	0	3
chr10	115072590	115087019	LOC105378496___115072590115087019	4	0	2	2	0
chr10	115093365	115950859	ATRNL1___115093365115950859	22559	13919	27643	15881	2362
chr10	115902805	115920274	LOC105378497___115902805115920274	12	10	6	18	0
chr10	116056921	116273645	GFRA1___116056921116273645	2566	4114	2729	2282	2539
chr10	116163452	116172198	CHESS559___116163452116172198	16	17	18	7	68
chr10	116274233	116281402	LOC107984273___116274233116281402	8	23	15	24	8
chr10	116324097	116380029	CCDC172___116324097116380029	2	1	0	1	2
chr10	116427879	116477961	PNLIPRP3___116427879116477961	92	33	76	93	4
chr10	116472151	116473092	CHESS560___116472151116473092	79	17	64	78	2
chr10	116523303	116567894	PNLIP___116523303116567894	2	1	4	2	0
chr10	116590174	116609175	PNLIPRP1___116590174116609175	6	5	7	5	2
chr10	116613188	116662211	PNLIPRP2___116613188116662211	3	4	13	10	6
chr10	116662211	116670305	C10orf82___116662211116670305	144	96	317	293	58
chr10	116670065	116675420	LOC105378499___116670065116675420	25607	21715	27988	21746	8720
chr10	116671088	116851241	HSPA12A___116671088116851241	32157	26978	36007	26036	10929
chr10	116742673	116745293	CHESS561___116742673116745293	68	50	77	57	9
chr10	116768805	116774000	LOC105378498___116768805116774000	51	38	61	37	1
chr10	116848230	116911803	ENO4___116848230116911803	9985	12039	12078	15072	48354
chr10	116856695	117126586	SHTN1___116856695117126586	15224	18592	18987	20949	67280
chr10	117128521	117139553	VAX1___117128521117139553	303	309	418	435	1279
chr10	117153521	117169055	MIR3663HG___117153521117169055	9	15	38	34	88
chr10	117197489	117210299	KCNK18___117197489117210299	8	0	9	6	3
chr10	117238765	117242766	LOC105378500___117238765117242766	0	2	2	8	3
chr10	117241073	117286036	SLC18A2___117241073117286036	6025	7120	7000	5743	9218
chr10	117267116	117268668	RP11-129M16.4___117267116117268668	214	248	234	173	118
chr10	117275166	117375467	PDZD8___117275166117375467	6192	7326	7297	5833	9519
chr10	117436231	117455509	LOC105378502___117436231117455509	2	4	0	7	2
chr10	117457237	117458294	CHESS562___117457237117458294	0	0	0	0	0
chr10	117470801	117545629	EMX2OS___117470801117545629	8173	7665	8925	6808	2232
chr10	117498585	117549553	EMX2___117498585117549553	3366	1916	2994	2402	1263
chr10	117717536	117732442	LOC107984274___117717536117732442	14	5	18	9	3
chr10	117734953	117754674	LOC102724627___117734953117754674	25	14	61	28	3
chr10	117934825	117940266	LOC105378504___117934825117940266	0	2	2	2	2
chr10	117987732	118046921	RAB11FIP2___117987732118046921	7440	4892	7952	5154	3195
chr10	118017519	118018299	RP11-354M20.3___118017519118018299	81	27	93	41	15
chr10	118046279	118216096	CASC2___118046279118216096	1087	566	1171	913	441
chr10	118241473	118248202	LOC101927760___118241473118248202	161	101	154	192	36
chr10	118297636	118302782	LOC105378506___118297636118302782	58	67	100	69	75
chr10	118305889	118342352	FAM204A___118305889118342352	5214	4100	5723	4922	3738
chr10	118357108	118365103	LINC00867___118357108118365103	8	3	17	15	2
chr10	118498175	118507761	LOC105378507___118498175118507761	2	0	0	0	0
chr10	118541172	118541979	CHESS563___118541172118541979	2	0	3	0	0
chr10	118583569	118595648	PRLHR___118583569118595648	397	179	645	403	54
chr10	118671785	118755246	CACUL1___118671785118755246	7132	5511	7787	5841	4185
chr10	118757756	118760826	LOC107987151___118757756118760826	9	0	4	10	0
chr10	118782901	118790207	CHESS564___118782901118790207	10	2	13	7	0
chr10	119003536	119003884	RP11-498J9.2___119003536119003884	1	7	6	6	0
chr10	119029716	119033732	NANOS1___119029716119033732	394	387	551	423	207
chr10	119030518	119080822	EIF3A___119030518119080822	17406	17773	19338	15408	15290
chr10	119104065	119140912	FAM45A___119104065119140912	1897	1741	2170	2075	1703
chr10	119140913	119165711	SFXN4___119140913119165711	1712	1455	2162	2026	2621
chr10	119167699	119178865	PRDX3___119167699119178865	10346	8736	11541	10279	8477
chr10	119207676	119460267	GRK5___119207676119460267	2816	4050	3116	2923	936
chr10	119207983	119213992	GRK5-IT1___119207983119213992	26	45	30	23	8
chr10	119284262	119286227	CHESS565___119284262119286227	18	29	27	23	4
chr10	119330233	119336277	LOC105378511___119330233119336277	28	33	34	27	7
chr10	119456465	119460026	CHESS566___119456465119460026	436	463	418	454	77
chr10	119492185	119542752	RGS10___119492185119542752	1760	1046	1720	2004	2254
chr10	119562896	119597247	TIAL1___119562896119597247	5895	5681	6688	6446	9583
chr10	119595564	119601820	LOC105378512___119595564119601820	538	579	641	479	505
chr10	119651347	119677819	BAG3___119651347119677819	2709	10152	2955	4510	3819
chr10	119670715	119672455	CHESS567___119670715119672455	292	971	313	401	316
chr10	119681165	119682553	CHESS568___119681165119682553	0	4	0	0	2
chr10	119704323	119829606	INPP5F___119704323119829606	29173	26611	36245	28878	8512
chr10	119804241	119818208	LOC105378513___119804241119818208	390	441	515	317	219
chr10	119822978	119892395	MCMBP___119822978119892395	27290	26105	33397	28865	12421
chr10	119882717	119891287	CHESS569___119882717119891287	22	20	45	4	60
chr10	119892573	119944658	SEC23IP___119892573119944658	2928	3002	3410	2966	2977
chr10	120102366	120104903	CHESS570___120102366120104903	0	0	0	0	0
chr10	120172620	120337537	LOC105378515___120172620120337537	12	17	19	7	3
chr10	120456954	120600123	PLPP4___120456954120600123	1071	1733	1235	1418	2270
chr10	120597949	120600123	LINC01561___120597949120600123	205	332	215	419	347
chr10	120608594	120825311	LOC105378516___120608594120825311	568	566	801	710	938
chr10	120761812	120851345	WDR11-AS1___120761812120851345	537	485	772	643	818
chr10	120851175	120909527	WDR11___120851175120909527	5505	3950	6322	4697	4833
chr10	120901106	120981653	LOC105378519___120901106120981653	2575	2004	2911	2728	2797
chr10	120952609	120961940	LOC105378518___120952609120961940	2	0	0	1	4
chr10	120984918	120997835	LOC105378520___120984918120997835	0	0	1	2	5
chr10	120999366	121077465	LOC105378521___120999366121077465	3	4	5	6	7
chr10	121129468	121156053	LOC105378522___121129468121156053	0	5	0	6	29
chr10	121178289	121185966	LINC01153___121178289121185966	0	1	1	2	7
chr10	121291608	121322945	LOC105378523___121291608121322945	1	1	2	4	0
chr10	121478130	121598656	FGFR2___121478130121598656	6417	10483	8913	11282	50326
chr10	121615425	121615839	RP11-62L18.3___121615425121615839	0	4	1	4	24
chr10	121623612	121645450	LOC107984183___121623612121645450	16	12	16	20	59
chr10	121740420	121928801	ATE1___121740420121928801	5200	5018	6151	4352	5472
chr10	121926776	121957837	ATE1-AS1___121926776121957837	440	639	490	497	740
chr10	121957075	121975228	NSMCE4A___121957075121975228	1112	1175	1512	1774	3121
chr10	121965764	121967700	RP11-500G22.5___121965764121967700	136	156	158	163	270
chr10	121974881	121985226	CHESS571___121974881121985226	81	98	118	141	269
chr10	121989163	122254595	TACC2___121989163122254595	6436	5359	7614	6497	2046
chr10	122010843	122019245	CHESS572___122010843122019245	3	5	0	3	2
chr10	122143967	122155604	CHESS573___122143967122155604	360	241	386	307	110
chr10	122270745	122340220	BTBD16___122270745122340220	34	211	92	271	1003
chr10	122350177	122436306	PLEKHA1___122350177122436306	11307	7964	12331	9845	12599
chr10	122417975	122423094	LOC105378524___122417975122423094	188	174	242	113	261
chr10	122445961	122457352	ARMS2___122445961122457352	80	92	109	195	123
chr10	122448063	122461405	LOC105378525___122448063122461405	115	130	179	254	139
chr10	122461525	122515495	HTRA1___122461525122515495	24725	27766	29988	38722	63506
chr10	122489633	122496259	LOC105378526___122489633122496259	208	283	736	793	1454
chr10	122560665	122643736	DMBT1___122560665122643736	64	68	42	132	545
chr10	122657410	122679509	CHESS574___122657410122679509	0	0	0	0	1
chr10	122697709	122699822	C10orf120___122697709122699822	0	0	2	2	2
chr10	122756681	122797645	DMBT1P1___122756681122797645	21	4	29	13	4
chr10	122800976	122826868	LOC729800___122800976122826868	64	16	82	36	5
chr10	122831965	122846175	CUZD1___122831965122846175	37	66	68	82	40
chr10	122832149	122879641	FAM24B-CUZD1___122832149122879641	366	414	505	388	474
chr10	122849094	122879641	FAM24B___122849094122879641	329	343	433	305	433
chr10	122879019	122898965	LOC399815___122879019122898965	273	162	254	195	121
chr10	122910595	122913111	FAM24A___122910595122913111	4	0	0	0	1
chr10	122930903	122954403	C10orf88___122930903122954403	1681	1546	1933	1723	1429
chr10	122954381	122997519	PSTK___122954381122997519	4098	4013	5030	4237	7083
chr10	122990806	123008850	IKZF5___122990806123008850	3230	3248	3981	3115	6216
chr10	123008913	123059597	ACADSB___123008913123059597	6646	3889	7632	5401	3874
chr10	123136051	123137731	HMX3___123136051123137731	0	0	3	1	0
chr10	123142401	123152575	HMX2___123142401123152575	0	0	0	1	0
chr10	123154244	123179704	BUB3___123154244123179704	4458	4416	5111	4841	7973
chr10	123185282	123189941	LOC107984275___123185282123189941	30	12	35	26	6
chr10	123347923	123562656	LOC105378531___123347923123562656	48	64	43	63	47
chr10	123543153	123561427	LOC105378530___123543153123561427	4	10	8	10	21
chr10	123666355	123697399	GPR26___123666355123697399	3652	3756	2918	2253	191
chr10	123702983	123713487	LOC105378532___123702983123713487	6	6	6	16	50
chr10	123745636	123944098	CPXM2___123745636123944098	454	243	313	406	1313
chr10	123776670	123777850	LOC105378533___123776670123777850	2	3	0	3	21
chr10	123891378	123907343	LOC105378534___123891378123907343	10	14	10	15	28
chr10	123951284	123965766	LOC107984128___123951284123965766	315	323	236	194	39
chr10	123965541	123967231	LOC107984276___123965541123967231	5	21	15	2	1
chr10	123991717	124093684	CHST15___123991717124093684	8544	8815	8881	6332	2833
chr10	124133791	124151092	LOC105378536___124133791124151092	3	0	2	4	1
chr10	124143853	124146254	CHESS575___124143853124146254	0	0	0	0	0
chr10	124304649	124307371	LOC107984184___124304649124307371	7	4	5	4	3
chr10	124397303	124418976	OAT___124397303124418976	18068	17024	21837	17249	15715
chr10	124447152	124448510	RP13-238F13.3___124447152124448510	6	21	26	14	8
chr10	124447429	124449981	NKX1-2___124447429124449981	4	14	19	11	6
chr10	124461772	124627094	LHPP___124461772124627094	9512	13388	10643	14658	64601
chr10	124489719	124494038	LOC107984159___124489719124494038	168	156	196	163	225
chr10	124607468	124609079	CHESS576___124607468124609079	58	318	61	201	1862
chr10	124614366	124744361	FAM53B___124614366124744361	4999	7385	5028	7089	32025
chr10	124616710	124618488	LOC105378539___124616710124618488	78	152	116	126	759
chr10	124704028	124714774	FAM53B-AS1___124704028124714774	153	220	199	211	994
chr10	124744723	124791941	METTL10___124744723124791941	2788	2270	2919	2978	1832
chr10	124801785	124836670	FAM175B___124801785124836670	2505	2292	2546	2248	1601
chr10	124825318	124831342	LOC107984160___124825318124831342	407	371	446	250	252
chr10	124916896	124989337	ZRANB1___124916896124989337	10686	9781	11644	10329	7716
chr10	124983831	125162788	CTBP2___124983831125162788	9304	7970	9570	9572	7103
chr10	124996064	125002955	RP11-59C5.3___124996064125002955	475	405	517	543	430
chr10	125162379	125162971	RP11-151A10.3___125162379125162971	5	0	7	3	3
chr10	125228517	125234053	LOC105378541___125228517125234053	0	0	2	0	0
chr10	125263097	125275272	LOC105378542___125263097125275272	2	3	1	1	3
chr10	125334013	125413566	CHESS577___125334013125413566	1	2	4	4	4
chr10	125453498	125494154	LOC105378543___125453498125494154	2	4	4	8	0
chr10	125494227	125495998	CHESS578___125494227125495998	0	0	0	0	0
chr10	125521867	125531051	LOC105378544___125521867125531051	0	8	2	2	9
chr10	125536826	125539786	LOC105378545___125536826125539786	0	0	0	0	1
chr10	125567237	125574268	LOC105378547___125567237125574268	0	0	0	1	1
chr10	125574371	125578511	TEX36-AS1___125574371125578511	1	0	0	0	1
